,content,sentiment
34513,banana 2 cups coffeenot healthy breakfast,worry
34514,hate work nights cos i be really able enjoy gorgeous weather asleep,sadness
34515,want monte cristo sandwich bad,neutral
34516,shameless plug good rangers forum earth,neutral
34517,may still eat drinking,worry
34518,schol need end work tonight 4 8 hit 3,worry
34519,mikeywayday count,fun
34520,upload pcd onto itunes xd use certian event cause lt sadly,sadness
34521,know go test,neutral
34522,hm member knitteraticomau ravelry offer,neutral
34523,crazy love sfoot cover 4 song awesome well original well least that s think,love
34524,go work amazing charity event big brother big sister mind work good cause,happiness
34525,still think everyone use twitt early adopter yes underscore look cool,neutral
34526,singularly fail provoke anyone post blog last time round,neutral
34527,find weird think u give ff recommendation sorted vote legalisation pot u want,enthusiasm
34528,busy fantastic try unplug day thank ff,neutral
34529,new friend call shame,surprise
34530,day good spend day catch sleep relax kind lazy day hehe shopping resist,happiness
34531,tapit e446wwhllyar tk3h6694prmp 9r46tahxefkt please reply win thank,neutral
34532,test find cancer stuff regard case positive result would good thing,relief
34533,latenow hurt,worry
34534,parking meter compute 25 plus 25 40 get jippe 10 free minute button work,worry
34535,42nd write fuck get less idea every day every day,sadness
34536,tegan sara fan follow,neutral
34537,yesterday fun 1st concert year know i be late xd buena vista social club live free,happiness
34538,toy story pwns,neutral
34539,oh il probs wt every yaer watch first one watch last couple week lol,neutral
34540,content life moment,happiness
34541,ill oscillate one,neutral
34542,haha go martin fix ski like million time,worry
34543,whn r u go europe,worry
34544,still follow,worry
34545,go buy nail polish ellen,worry
34546,home foot sore,worry
34547,link ff works break,anger
34548,get ta drop car part buddy press dentist httpyfrogcom0a7v3j,worry
34549,try something funny twitter fail,fun
34550,thanks wookieman test stuff lol,neutral
34551,what s gloomy weather sun must tired come play heading victoria gardens impulse buy haha,worry
34552,i be bit zoe cos i be bed soon miss gorgeous weather today x,sadness
34553,nan,neutral
34554,yeah try go,neutral
34555,big brotherand i be do,neutral
34556,wok nite shift tonite miss please dm promise will not tell anyone else 0,sadness
34557,make tacos nachos,neutral
34558,mariana photography cassones may 2009 feature thank much,happiness
34559,kirk hotter spock,neutral
34560,people cruel sometimes ca imagine star,worry
34561,wow must cool,happiness
34562,wan na ruin ca spontaneously first paper copy spontaneity onto book please,neutral
34563,graphic design make business card i be twitter,neutral
34564,sit boring ass litterature listen jack johnson missing gf much,worry
34565,oh that s annoying problem 14 thigh 1012 hip hope catch soon,worry
34566,say i be dick find hurtful,worry
34567,cougar privacy threaten surveillance increase sorry could help one,neutral
34568,i be tiredand insomnia,hate
34569,go bed,neutral
34570,p hate work schedule wish could come play tonight,hate
34571,song give song,worry
34572,morning happy juday,happiness
34573,like fake tan orange colour,happiness
34574,talk good friend ureo iphones rio de janeiro valentines day brazil girlfriend,neutral
34575,yeah one burrito taste like avocado ranch sauce,neutral
34576,pegel cape ya kelile kuil totally awesome amazed temple culture ambience truly amazing thailand,happiness
34577,dog die today 11 year miss much,sadness
34578,want come,worry
34579,taco bell tramp yesir,happiness
34580,absolutely,neutral
34581,dream go graduation start cryingthen go home take nap miss itthen bee stung,surprise
34582,back weekend work yard open laptop i be thankful,worry
34583,,worry
34584,cool get,fun
34585,new forest hope walk would lose pound,worry
34586,sct,surprise
34587,wait estate agent valuation oh joy sigh nee funhouse pink baby come back,surprise
34588,find husband grandma fall stair hospital several break bonespraye hard,worry
34589,ca write song without guitar think could look something,love
34590,i be kicking though feel little sick alternate talk friend game watch playoff write application,worry
34591,super late work get earful psychopath gr day please get well,hate
34592,great song east clubbers,neutral
34593,miss close freind shirley go france summer miss shirley,worry
34594,good job wish work zoo,happiness
34595,hear disappoint disappoint i have even see waste c bale,sadness
34596,miss place,worry
34597,have not cry long time,worry
34598,nope sleep cuz live east coast,surprise
34599,break via 27 second phone call,sadness
34600,last full day high school today i be sad may never see lot friend ever,sadness
34601,reply none fan know trust,sadness
34602,thx hope good week,happiness
34603,hm everyone house empty alone,worry
34604,ohh course stop though end dream john woodvine zoe thorne one sign programme,neutral
34605,sun shin i be,happiness
34606,take day absolutely nothing study begin morrow,neutral
34607,rofl wear dark grungy though ask bradie ok say yess,neutral
34608,rain pretty nice 150 meter cobble way,relief
34609,yeah tangerang vacation,happiness
34610,hotie poh bet sounda magical hh i be come home 1 hour,fun
34611,tis useful indeed esp newbie like,neutral
34612,well least will not late,neutral
34613,watch 3d movie beautiful sad time,sadness
34614,know especially since summer boring tv time begin,empty
34615,oh wish could have go today know zach look forward,sadness
34616,morning water heating pack ca bath really want bath,sadness
34617,idk can not shit,sadness
34618,morning chip love new html format ezine,love
34619,omg want go hahaha,happiness
34620,hi erin dm send u r follow twitted prevent,neutral
34621,dislocate knee bad painful time gas air morphine fun though,worry
34622,n case miss show yesterday here chance listen bbc iplayer enjoy httptinyccoikbk,neutral
34623,ugh work suck could sher right,love
34624,forget follow emma london like say would wish aswere call cost 14,worry
34625,ok back later great time regardless weather ps i be bb away,worry
34626,trusted matt life picture fun night though,sadness
34627,dudehow could,worry
34628,morning hope good day despite revising,neutral
34629,hope morning show get cancel,neutral
34630,poor heather do not make cheerlead squad i be sorry babygirl maybe next year,surprise
34631,lol oh ok well n case thank u,surprise
34632,officially start end summer oh summer school,love
34633,winter flu twitter logie get notice haha love rove,love
34634,lucy upset tummy sore leg httpappsfacebookcomdogbookprofileview182397,worry
34635,postcrash spotlight spin wheel indexing time machine backup drive naturally drive index list,neutral
34636,oh keep stumble deathfic without warning want,neutral
34637,hey need car ill dm address,happiness
34638,juicystar 007 kick blogtv cuz really want call,neutral
34639,hey dude turn flyer poser nice,sadness
34640,woohoo congrats friend boyfriend,neutral
34641,bed tha nerve 2 call blackberry askin hell waslook like get ta go y all ill c u 35 hour nap,worry
34642,sit gatwick go home week can not wait see family,happiness
34643,new super power camping place 24 hr mac springleaf tower still eat fry,neutral
34644,aw that s sad,sadness
34645,bout 2 lay iit get head ache hangin tomorrow idont care wat u say lol dm ur imma hit u tomorrow k,relief
34646,i be see lot sell sign,surprise
34647,aww mom appreciate much familia leave tour,love
34648,start get sad,sadness
34649,try dl sim 3 realize pc meet standard requirement need new pc lol,sadness
34650,feel extranauseous sudden like stomach ready resume peristalsis event two night prior,worry
34651,yep yep plan nothing bliss,happiness
34652,always love help prop bar,neutral
34653,know sound really stupid 2 job suck like feel like feel bitter angry 70,worry
34654,say bad trip angry httpplurkcompwxshi,hate
34655,totaly smell like camp fire lol gross feel dirtiness smell seem relax wonder,neutral
34656,never try ftp s3 use fireftp firefox browser addin mention s3 support site though,worry
34657,thank prove point,happiness
34658,ah wokke great could eat much ice cream never eat much ice cream life,happiness
34659,slept,relief
34660,musicmonday epic song light sound yellowcard httptinyurlcomdb7ppm,love
34661,horoscopes website use change around like,happiness
34662,want chat i be day,love
34663,guy know ability read time tell device fail,worry
34664,wish bummed kinda,sadness
34665,put right scrambled egg breakfast fartingloud,sadness
34666,day 26 go good budget video imma put low budget video stadium music end may near,love
34667,want couple people say be not good,worry
34668,can not good twitter instead watch xx,worry
34669,tell,worry
34670,happy mothers day,love
34671,know mess silly,hate
34672,plan spend money go well,worry
34673,plus guy icetv really miss live,worry
34674,run someone know weekend,empty
34675,ahh yay gon na get,happiness
34676,ton fun yay prom lot fun horayayayay,happiness
34677,blog de uns colegas meus de bh,neutral
34678,ha apparently talk posh accent accord ppl see shire last dress feminely make chuckle,happiness
34679,sunbae bad jst scratch wht say i be talk nonsense lol enjoy perfs,worry
34680,ugh ca sleep reallyy gettin gahif piss bad sometimes atleast know friend,worry
34681,well 6 get call back oh well,sadness
34682,oh vote worry already vote 10 time earlier,worry
34683,awesome thank,surprise
34684,cool that d fantastic,happiness
34685,thank feel good new forest later,relief
34686,u gon na come show minnesota love though hun,relief
34687,nem zdroj ky mozilly ani perl tak e z stanu u sv v ry schopnosti ohlohu,neutral
34688,get back home bored,hate
34689,i be ill must paracetamol nice weather today though,sadness
34690,dionusia make,happiness
34691,want go,enthusiasm
34692,last night newport,neutral
34693,get cupcake yet hope say enough would appear,neutral
34694,puppys feel good today,worry
34695,l ice grande halfsweet french vanilla soy milk starbucks mean summaas come,happiness
34696,bestie need,surprise
34697,wish could attend e3 year small event like nba stanley cup final keep get way work work work,worry
34698,spend day sit home front computer pajama love day,neutral
34699,wo town email another one though,relief
34700,really job title,love
34701,plain white ts sara bareillescan life get amazing,surprise
34702,happy mothers day lady hope wonderful day,happiness
34703,ill say even dominos anymore prefer pizza hut crunchy fresh veggie pizza,neutral
34704,mind like time,worry
34705,morning sorry miss tweet yesterday today,neutral
34706,idea mean bb,surprise
34707,thankyou,neutral
34708,wish go st girl tomorrow,worry
34709,umm yeaa go like watchmovieslinkcom something like pretty good quality,happiness
34710,camera totally regret,worry
34711,never stop t1,neutral
34712,great home temp chill cat great feel awesome,worry
34713,amy meredith soccer team well also news soccer team aswell xx,happiness
34714,salad kroger hungry,neutral
34715,happy mothers day mom,happiness
34716,continuo tentando trocar background twitterover capacity,neutral
34717,indeed,empty
34718,good morning one ore day yay twittertakeover,happiness
34719,didgeridoo,surprise
34720,star wars day know thing may force 3,worry
34721,hypnotyst hm beware,neutral
34722,think u say twitter crap bellion,surprise
34723,haha wo lol may miss something,neutral
34724,feel tired work cheer please,worry
34725,hey do not feel good cuz get car accedent yesterday,surprise
34726,anyone else go train trip national train day leave comment adventure site,love
34727,ever night do not meet end possibly good pizza side chicago,happiness
34728,hey lauren i be huge fan hope fun wango tango,love
34729,hey i be rly sick atm can not stay chat hope ur well,surprise
34730,room empty,sadness
34731,learn school,worry
34732,bb,neutral
34733,yes think unless change send u happy mothers day text u never respond back,sadness
34734,rachael make want cry,sadness
34735,oh darn i be london,neutral
34736,happy mothers day mom happen great mom world love mom good friend,love
34737,can not sleep,worry
34738,i be lil sad look like nomore brooklyn 4 wtf,relief
34739,paw thru elle see innit,neutral
34740,thank,neutral
34741,gah think like wes carr that s wrong nothing good come australian idol song catchy fuck,worry
34742,u awesome bull bush day can not wait see u loft x,love
34743,yes wear weekend plant garden working,love
34744,let go,fun
34745,house dog really sweet,love
34746,10 hour work sunday boo find time two hour lunchbreak though yeah,empty
34747,goy back day test hospital go start chemo monday,sadness
34748,drag hell look freakin scary watch terminator really good,fun
34749,ever need help podcaster emporium let know,neutral
34750,finally leavin tha studiomade really really good music pleased wit tha turnout,relief
34751,sorry could get project work windoze laptop ton folk come afterwards see run,sadness
34752,enter giveaway could use 25 know could,neutral
34753,mothers day sunday forget send something special httpwyoutubecomwatchvexpmtevsfqg,love
34754,send fc link courtney,surprise
34755,awe,worry
34756,aw herewaz seriously glad y all fun bad invite get lose mail lol peace xo,sadness
34757,ca charge hour,sadness
34758,oh no melt ice cream want,sadness
34759,i have fever past 48 hour see i be unshaven puffy face look pathetic,sadness
34760,hi recover party look forward exciting bank holiday around diy shopslife can not get much bettersurely,happiness
34761,yeah know happen video,worry
34762,waching grays antomy,neutral
34763,beach ashley,neutral
34764,oh love sunday morning like mum make scrambled egg toast,worry
34765,fly drive insane aw make feel bad,worry
34766,haha nice hear sweet hotel another note good game last night,happiness
34767,busy lovely time,happiness
34768,say much like new twitteriffic,love
34769,bah still work lol foot hurt nose wo stop run,sadness
34770,lol whoopi u chuck woolery,surprise
34771,know star wars day today may 4th,worry
34772,great find star war day may 4th hug ewok today,love
34773,sprinkle outside hope rain game,worry
34774,chillin hangover hollyoak plate chipssunday morning,relief
34775,go bedwith sexy time ugh,sadness
34776,lucky ass bitch stuck work,empty
34777,reason ur higher later life vodka great study aid 45xy 54pq 70 ml measure get math,neutral
34778,i be gon na get,fun
34779,hour leave revision,neutral
34780,5 season that s sorry notice ur previous update sis gon na happy,sadness
34781,lm job funn,fun
34782,thank smoking viennoziimiigi,happiness
34783,excuse msgomez say could leave,empty
34784,long sunbathing burn,sadness
34785,last song really go httpblipfm5jbvo,love
34786,anyone awake oh god die want go slep,hate
34787,pumped bummed time,sadness
34788,haha okay different,neutral
34789,upload photo cellnothin like true candidness,neutral
34790,think trick ankle cardio yesterday i be get old,worry
34791,do photo album i be good person make quite private pity ben haha,happiness
34792,annoyed greg diddnt go guess well do holly,love
34793,bo 2nd wkend bein 21 n i be going to b tha house alone,fun
34794,absolutely truthe horror still wash ovr sometimes think abt actual last day gd memory go,sadness
34795,play see againmiley cyrus shop,neutral
34796,hmm osaka last show todayvery sad decode ur msg haha can not wait till u get 2 sydney miss ticket tho xx,happiness
34797,haha wish could call can not talk cause i be sick lose voice,neutral
34798,go see grandad today 3,love
34799,nice quote always,neutral
34800,fidel balls,empty
34801,happy birthday let us know get old boy,sadness
34802,fun do not school wish could go germany like 1 hour away xoxo,fun
34803,wish follower twitter,worry
34804,i be book read movie watch n stuff buy i be bored,sadness
34805,boo ca sleep say hi random people,fun
34806,one less follower make sad feel like life dull uninteresting,worry
34807,watch lowkey freestyle sell mixtape perform norwich tonight,neutral
34808,slaps self forehead pardon,worry
34809,psych well neuro least well part town miss,worry
34810,allergic youoh,worry
34811,well movie night spoilt fracke diskhappiness go time sleep,sadness
34812,never arrive wait monday,worry
34813,nice wish twitter would tile mine,sadness
34814,like anywhere near mommy good,love
34815,i have never do friday digest today anomaly usually schedule friday leave time,sadness
34816,sure easier login every day make post admin mod ill try,fun
34817,canalway cavalcade little venice near warwick avenue today,sadness
34818,sonny mystery man i be thoughh,neutral
34819,get i be another coworker get lay lot people become unemployed,worry
34820,would watch home,neutral
34821,smith amherst minireunion last night fun miss old day,happiness
34822,people miss point instead loose follower he s gain 50 new ppl 6 hour,neutral
34823,body hurt need rub like,worry
34824,thank cici right back ya,love
34825,grateful daughter happy mothers day okasan thank everything always,love
34826,clever girl,neutral
34827,proud 17 yearold love carpenter,love
34828,go really well vid do not work i be sad,sadness
34829,roflmao funny web portal,neutral
34830,wait danny text back xoxo,sadness
34831,think say true rant mcfly can not belive feel ashamed,surprise
34832,thank follow isafailure suppose 2 b team thing friend email communicate n 4ever,worry
34833,look forward cambridge weekend shopping ilze,happiness
34834,sweet i be 5 3 perfect,love
34835,hey pretty good sucking daughter exactly glad see alone good luck mom,love
34836,keep try get right last time,neutral
34837,happy monday tweeple hope hard get bed back gear,worry
34838,go memorial guy grade die,sadness
34839,ps tell weekend,neutral
34840,train forget charger mean whoshere today till get home haha i would still tweet u guy x,neutral
34841,sorry bout migraine mention really like cissbury sp pic last week,sadness
34842,it will probably come like i be drunk something ill nervous lolthat help eachother,worry
34843,arrive mfk potholes foresee wheel change session hai man,worry
34844,bet,neutral
34845,morning sound like hard work,worry
34846,pom pup favoring front paw,happiness
34847,mattcuttscom domain umzug und neue design,neutral
34848,blonde keep fail driver license test everytime stop jump back seat,sadness
34849,burn hand cooker hurt,worry
34850,happy mothers day mom love,enthusiasm
34851,get fever halfdead,worry
34852,do absolutely nothing day todayhow pitiful thatsmdhguess can not go 2nite got ta work bo,worry
34853,go b q new outdoor furniture,surprise
34854,suggest loan deferment,neutral
34855,want sleep,neutral
34856,what s wrong maybe help,worry
34857,50 kaylalee think one know number mean lol x,neutral
34858,move apartment 14 mile bike ride ice cream instead,neutral
34859,mourn venus third round loss,sadness
34860,hair dresser pass away yesterday breast cancer great hair dresser i would ever,worry
34861,sun shine brightly day begin what s store wander around les calanque maybe vin definitely,happiness
34862,hook rian van staden twitter much well cook may concrete suggestion,neutral
34863,feel like crap right one month school leave fml hard,worry
34864,good morning twitter community get finish eat delicious stack pancake courtesy mom bisquick,enthusiasm
34865,awake earlier expect good mood sun,love
34866,milton keynes leave tomorrow,neutral
34867,hi upload 5 completely new chinese lesson wyoutubecomchineselearn please feel free watch enjoy,neutral
34868,i be jealous want octo drive,sadness
34869,nan,neutral
34870,kosme careful go like update website friday night,worry
34871,get cold cough oink cough,worry
34872,woke flat tire,surprise
34873,god miss hope fun w inlaw haha,fun
34874,hear scorcher back home we have get cloud back studio maybe lucky may get 2 song do 2day,worry
34875,maya kibbel facebook myspace page,neutral
34876,ow,neutral
34877,get skyfire firt impression look good little memory hungry age htc tytn,happiness
34878,throat hurt ca sleep,worry
34879,bad day,worry
34880,pretty good time work talk shit one gymnastic gil,neutral
34881,homework day,worry
34882,good next time get ooh know go,worry
34883,watch notebook last night wah v good cried eye maybe bit close home think go watch,worry
34884,try get sleep migraine get way,worry
34885,happy mothers day mom love,love
34886,like braid guess whole relationship story metaphor sure hell confuse,neutral
34887,ok thank help hope respond sooner later thank,empty
34888,go bed age ago damn tedtalk get ta get early,empty
34889,lie new lab pup lap,love
34890,sweet everyday hero friend,love
34891,make get home wango tango wonderful day,love
34892,love mummy,love
34893,tell truth dibster,worry
34894,want go,relief
34895,hit car u leave note yea put whatever u want note,sadness
34896,oh yes amazed nice next go drive that s trust us haha,neutral
34897,need sudden urge miss diplomat title,worry
34898,feel like watch disney movietoo bad do not vcr anymore,sadness
34899,i have miss one year forbid fruit tree garden munch disappointment one,sadness
34900,well greatly appreciate comment mean lot i be work themwork progress know,happiness
34901,end go left knee killing think push much yesterday,sadness
34902,nan,empty
34903,hahalive long prosper movie better think awesome job i be please,happiness
34904,i be going to go sleep good night dnt let bed bug bite haha,happiness
34905,think one give ride please,surprise
34906,totally except ca ride sidewalk like kid lot safe road crazy driver,fun
34907,want travel little,enthusiasm
34908,join big best group facebook httpbitlycdrbt,surprise
34909,first happy mothers day second make us think way feel way feel do not know wish,love
34910,ah fcuk missed must fill deetzsee tonight,worry
34911,sh everybody think asleep disturb,worry
34912,get work today go another long ass day,hate
34913,uh yeah totally real life,surprise
34914,ugh infamous xbox 360 fucking lame ps3,hate
34915,yep work post,neutral
34916,lip pierce 30 minute die,sadness
34917,i have finish,neutral
34918,nope do yet,happiness
34919,finally home exhausted work week still expect less 5 hour sleep tonight happy mother day luv mom,sadness
34920,welcome back monday turn ok hope xox,relief
34921,nan,neutral
34922,pic will not load twitter,sadness
34923,can not wait prom prom party friday,love
34924,good night everybody love u phillip xo,love
34925,gue,neutral
34926,go mad get send office sub class really bad hear i be sorry,sadness
34927,sore throat like hurt swallow runny nose constant sneezing,worry
34928,poor ds bed 1008 fever wo able walk relay life tonight feel bad he s sad,worry
34929,wish could get nail do stupid job,worry
34930,great curlupinaballandread later wish book,fun
34931,need buy tablet,neutral
34932,economy thing get us stay positive mostly sometimes really get hope todd get work soon,worry
34933,love music much i have go pain play side finger peel blister play much,love
34934,good intent hopefully other get vibe,relief
34935,lol think suppose guess damn try tho lolol,fun
34936,dressed everything,happiness
34937,lose please help find good home,worry
34938,realize tonight drake,happiness
34939,close brooklyn usually get neighborhood change lot 15 year httptwitpiccom4wfr4,neutral
34940,trouble finish read crow road book club today i be afraid lazy mare,worry
34941,wolverine much fun gambit bit disappointing neither smooth cajun enough taste pretty though,happiness
34942,idea,neutral
34943,agree come canberra raddest,neutral
34944,2 hour sleep rest need,worry
34945,sometimes black girl piss like mother fucker,hate
34946,happy mothers day,love
34947,wth happen neck definitely stiff neck,love
34948,i be home cat right,neutral
34949,i be life preserver sorry consolation something really special tomorrow,worry
34950,small thing life count like blur photograph google streetview keep follow,surprise
34951,i be sucker great cottys,worry
34952,ouch back man i be sick,worry
34953,blogge mentioning link contest may win free book two,worry
34954,way inconvenient,sadness
34955,hills go lc,neutral
34956,heyy ur bday happy birthday,surprise
34957,say dancin home count,surprise
34958,hi mel feel unhappy take bit fry overdo help,neutral
34959,sunglasses whore httptwitpiccom4wtzj,hate
34960,come back canada soon well miss,sadness
34961,happy sunday work,relief
34962,watch bro play footyball,worry
34963,yay finish journal gon na go sleep church tomorrow yay forget mothers day,neutral
34964,i be nervous hope get could costly mistake like procrastination assumption,worry
34965,well i be hve another one today yey,happiness
34966,one road destination,worry
34967,ah man blow amp shred,worry
34968,go newtown soon,fun
34969,hello,neutral
34970,long frisbee golfer accidentally catch one back head friend,neutral
34971,miss kris punking everytime hang effnng,happiness
34972,bahah would really funny would really cut haha,happiness
34973,expecto patronum nothing happen,fun
34974,welcome,empty
34975,good mornig everone great morning evening play theatre lord fly much fun,fun
34976,another water leak appartement good side get meet girl previous next floor,worry
34977,hehe cute pose,happiness
34978,feel bad nice people though whover say line,sadness
34979,do not see u see list cause do not,surprise
34980,nearly finish angel demon awesome book feel lame reading,relief
34981,fuck look well go home,worry
34982,need lot money,neutral
34983,cleaning,neutral
34984,cross golden state nice home,love
34985,great stuff website today,love
34986,alas ca broadcast lunch bandwidth room,sadness
34987,thank tip otherinbox wo work outlook,empty
34988,look night,worry
34989,lol staying craig get footy molly miss good weather buggy either,sadness
34990,thanks i be self see account area ill dig deeper seem,relief
34991,eww dislike,sadness
34992,please play movie,fun
34993,iq 136,surprise
34994,haha awe well right could home horrible lol,love
34995,grove drag hell hope suck,worry
34996,3 gon na first twitter cause amazing lol come canada would anything see perform,fun
34997,slep good day nice night comfy bed,happiness
34998,never invite,hate
34999,5mins till babys back work,love
35000,yeah love hawaiian outfit reuse rugby 7 year,happiness
35001,think go lennys do not know ahh lol hate make decsion,worry
35002,guess freaky follower,relief
35003,well gotdamn girl do not know else i be sleepy gr,happiness
35004,dude sn nowadays think lose,neutral
35005,resort wear today cause finish laundry lol,worry
35006,bring win good movie ever u good actress singer dancer role model ever 3 3 xoxo,love
35007,say shell b home 5mins tweet u lol,fun
35008,okie thank ill check,worry
35009,get axkit run ubuntu 804 make head explode,hate
35010,oh manmy fiance get work start mine 1 hourso fair,sadness
35011,would say bc overcast get sunny yes,happiness
35012,well pray,worry
35013,how s u lovely day,neutral
35014,want text short stack do not understand texting thing,neutral
35015,lexus twitpic happy mothers day lexus hopw nice one,love
35016,hi twitter lol use much confuse sometimes yay 7 day bubble ek xx,worry
35017,nan,neutral
35018,justin really funny tonight snl,fun
35019,guess second time around still fuck great,happiness
35020,get twitt,neutral
35021,oy get check ulcer please please please,worry
35022,apparently tv could fix plus side refund cost buy new one,enthusiasm
35023,tell x email pic officialshew gmail,neutral
35024,indeedy weather crappy god pity dark hopefully stay dry,worry
35025,i be probably next week though,neutral
35026,unfortunatley tooth kind crown,sadness
35027,enjoy great sunshine indoor feel good today,sadness
35028,tom u hahahahahahhah he s bff,happiness
35029,huggle see reply right away boss hover today i be feel pissy life,worry
35030,aarrgghh fu k hose leak water new float floor,hate
35031,fun get retweete bot,happiness
35032,morning tweet tweet,neutral
35033,frist post find new car parent exciting,love
35034,successfully defeat swine flue power positive think swineflu h1n1 swine flu,happiness
35035,strong wind rain i be ready embrace darkness accompanie even drizzle pessimist,neutral
35036,play journey,neutral
35037,lol weekend yea ur right text cause i be go 3rd do not computer bye bye,fun
35038,wait lie,worry
35039,bgt amazing tonight thre amazing act get send home,fun
35040,cod 4,surprise
35041,last day dma million sad face,worry
35042,lol true maybe next year love siggy remember password mod thing cake,love
35043,fuckin tired get home till 530 work bjs 1215,sadness
35044,yeaahh xd think one dance little kid woo xx,fun
35045,show awhile mine take hour,neutral
35046,suck man,sadness
35047,really go 1direction time ugh get ta take authority time 2day say hello stranger beblesse,happiness
35048,time mow lawn,relief
35049,find go us august get tired transatlantic flight good carbon footprint either,worry
35050,f kin great day graham,happiness
35051,lock fucking house,hate
35052,saddens youtube change like every youtube kid use different,worry
35053,start week wedding end week funeral,neutral
35054,lunch eat alone soo long oh well,happiness
35055,time relieve stress gym someone write speech take exam research,neutral
35056,hit sack fellow twitterheadsso treating mom today,sadness
35057,although drama move forward smile count blessing everyday action speak volume inspire,love
35058,photoshoot,neutral
35059,sorry sound like 13 year old texting try tweetshrinking build tweed deck another cool feature,neutral
35060,today productive gym nowlot lot write later,enthusiasm
35061,ate foot long subway like hour ago omg i be happy full eat since bfast happy lis,happiness
35062,denial move van park block away,sadness
35063,hope great certainly spend enough time study,enthusiasm
35064,interview us book gon na say something wait something say,empty
35065,look daughter baby picture make heart hurt,sadness
35066,make video hitrecord hope come well it will first record,fun
35067,hey guy plan cal headlining show around time blink tour do not get irvine,neutral
35068,2697 views flickr account maybe much i be happy yay httpwflickrcomphotosbonassin,sadness
35069,i be still try see star trek ill woman go alone bf pretty much worthless anyway lol,worry
35070,oh sunny,happiness
35071,usually choice lucky food love generally healthy except ice cream,happiness
35072,i be panic big topman,relief
35073,new post,neutral
35074,tired even though much today glad get catch second half cavs game,neutral
35075,family hang,happiness
35076,emma go 2 see diversity today x,worry
35077,home excited gemma get break dawn mwahahah evil laugh angry hopeless asshole,hate
35078,honestly hope theatre get hit meteor get,hate
35079,yeah yesterday turn 16 parent rent hummer limo pretty cool,worry
35080,feel today go bore work 3 till 930,sadness
35081,tooth freak nikz,neutral
35082,brand iron drea white boubous cowgirl get haha crunk next couple hour haha fun time,neutral
35083,that s cute mk see like 5 minute,neutral
35084,sweety sit table morningjust wake sweet ohbtw think ill home around 7 pm x,love
35085,oh love texte drunk friend hahahaha,happiness
35086,happy mothers day,happiness
35087,thanku cook simple law u hve fun u make,fun
35088,lost home depot httpyfrogcom13ti6j,neutral
35089,feel rough today want cuddle sleep,worry
35090,they be get back together one album hear,neutral
35091,date like man do not get play like bitch,neutral
35092,beautiful morning mountain,happiness
35093,always get hope soonwe close,relief
35094,creepy first really grow like cry like baby tosh die,sadness
35095,crossfit run todayagitated right leg,sadness
35096,go casa milans club house,neutral
35097,get go get ready go meadowhall ca believe internet break yesterday gutte,love
35098,wish happy mothers day,happiness
35099,bonjour twitterland,neutral
35100,try learn oral exam i be distract,neutral
35101,omg shame hollie watch clip u post,worry
35102,also thank come play party game pic good,fun
35103,headache go thank god time tea think,happiness
35104,wish could have demi need throw toronto canada show summer please,worry
35105,srry i be interesting right stay til 6 a.m. cause tummy hurt i be poope work,neutral
35106,nah follow first follow think 12306 overnight pretty good,surprise
35107,laura ur call,neutral
35108,sight make afternoon,neutral
35109,sleep,empty
35110,yay back home,happiness
35111,cry aj radio go guess wo dj anymore get fully fix btw heap homework long weekend,worry
35112,know feel work much suck hardcore nee hang soon,worry
35113,like drew say give tc chance miss thomas move watch httpbitlyr6rfc,love
35114,well would love zoo p do not think sunday sometime want,happiness
35115,see across street manuel fur coat must short supply somewhere,neutral
35116,u miss hope well send big hug,worry
35117,oh i be offend ha,sadness
35118,carbonara dinner make mum mom,neutral
35119,ill give u icecream,fun
35120,dude safely say blow away hear attic ill make sure pass much,neutral
35121,lol diss wereoctopus however redeem rescue werespider,empty
35122,firefly weekend scifi channel i be happy man,happiness
35123,besides u come visit ill room u,worry
35124,i be good enjoy rain hope well,relief
35125,ugh ca breathe right today,worry
35126,yawn ow catch cramp maybe take nap,neutral
35127,i be little late congratulation 1st tri great accomplishmentgood night,happiness
35128,wish could get sushi deliver work,neutral
35129,lol funny love angel hehe,happiness
35130,faith peter,neutral
35131,dance around clean house loving sunday far,fun
35132,cleaning room,neutral
35133,hamilton get hockey team really think name hamilton team name ill sad,sadness
35134,good gorjuz yea kno ask yesterday tha hospital talk u say,happiness
35135,enjoy mother day,love
35136,ca sleep,worry
35137,watchin moovieand i be site go 2 friend sara tomorrow 900 injure luv y all keep u update,love
35138,thnx 4 follow,happiness
35139,start work 2 moro 630 look forward,worry
35140,rockstar photographer shoot go great tonight little different usual stuff nice,happiness
35141,press ignore button,hate
35142,haha like anyway although miss spork pic go,surprise
35143,feel sorry nail lol feel fine thank,neutral
35144,call customer care try enter wrong pw see result invalid user name password,neutral
35145,imagine really lose lost contact dt that d sad day life haha,worry
35146,write lesson plan make remember much truly love kill mockinbird maybe it will summer read,love
35147,blood test today bad really need dash 2 starbuck revive spirit nice ice latte bunyum,relief
35148,mel shud house,worry
35149,twitt reunion would awesome meet lol iwonder how d iget pull,enthusiasm
35150,birthday girl house tweet tweet suckas,happiness
35151,back cycle 20 mile virtually traffic free road sun almost shine new pb great start day,love
35152,could anythin cuz jacked step like 30 second already outside mtn come back,worry
35153,oh yeah say go far it will end put back top belong,hate
35154,ca believe metal gear solid song steal i be disappoint httpbitlyykksu,sadness
